0.00000,0.00000,0.00000,0.00000
-0.00006,-0.00023,0.00018,-0.00029
-0.00047,-0.00027,0.00036,-0.00073
-0.00025,-0.00028,0.00023,-0.00053
0.00019,0.00002,-0.00005,0.00022
-0.00012,-0.00026,0.00024,-0.00038
-0.00016,-0.00026,0.00022,-0.00041
-0.00022,-0.00018,0.00024,-0.00041
-0.00036,-0.00001,0.00022,-0.00037
-0.00038,-0.00028,0.00031,-0.00066
-0.00013,-0.00006,0.00014,-0.00019
0.00007,-0.00007,0.00006,0.00000
-0.00010,-0.00038,0.00027,-0.00049
0.00021,-0.00032,0.00011,-0.00010
-0.00006,-0.00036,0.00026,-0.00042
-0.00003,-0.00018,0.00015,-0.00021
-0.00027,-0.00034,0.00032,-0.00061
0.00005,-0.00026,0.00019,-0.00021
-0.00023,-0.00022,0.00027,-0.00045
-0.00005,-0.00017,0.00016,-0.00022
-0.00005,-0.00037,0.00028,-0.00042
0.00002,-0.00019,0.00013,-0.00017
0.00014,-0.00033,0.00011,-0.00019
0.00004,-0.00031,0.00020,-0.00027
0.00004,-0.00028,0.00017,-0.00024
-0.00001,-0.00040,0.00019,-0.00042
-0.00009,-0.00028,0.00022,-0.00038
-0.00003,-0.00034,0.00020,-0.00037
0.00000,-0.00042,0.00019,-0.00042
-0.00013,-0.00042,0.00027,-0.00055
0.00016,-0.00034,0.00013,-0.00019
0.00005,-0.00040,0.00012,-0.00034
-0.00023,-0.00026,0.00023,-0.00049
-0.00013,-0.00025,0.00021,-0.00038
0.00008,-0.00029,0.00010,-0.00021
0.00009,-0.00037,0.00016,-0.00028
-0.00024,-0.00021,0.00023,-0.00045
0.00001,-0.00038,0.00019,-0.00037
-0.00009,-0.00019,0.00016,-0.00029
0.00036,-0.00027,0.00002,0.00009
0.00009,-0.00013,0.00000,-0.00003
0.00025,-0.00031,0.00002,-0.00006
0.00013,-0.00034,0.00010,-0.00021
-0.00002,-0.00055,0.00026,-0.00057
0.00024,-0.00047,0.00007,-0.00023
0.00019,-0.00039,0.00014,-0.00020
0.00008,-0.00041,0.00016,-0.00033
-0.00003,-0.00052,0.00023,-0.00055
0.00007,-0.00046,0.00018,-0.00038
0.00014,-0.00058,0.00023,-0.00044
0.00004,-0.00031,0.00007,-0.00026
0.00023,-0.00054,0.00008,-0.00031
0.00001,-0.00027,0.00006,-0.00025
0.00048,-0.00033,-0.00011,0.00015
0.00015,-0.00031,-0.00003,-0.00016
0.00014,-0.00042,0.00005,-0.00029
0.00024,-0.00036,-0.00000,-0.00012
0.00002,-0.00024,0.00001,-0.00022
0.00034,-0.00015,-0.00012,0.00019
0.00032,-0.00013,-0.00017,0.00019
0.00012,-0.00023,-0.00011,-0.00011
-0.00013,-0.00015,0.00001,-0.00028
0.00025,-0.00043,-0.00000,-0.00018
0.00020,-0.00031,-0.00004,-0.00011
0.00044,-0.00028,-0.00012,0.00016
0.00006,-0.00038,0.00009,-0.00032
0.00033,-0.00029,-0.00012,0.00004
-0.00010,-0.00031,0.00009,-0.00041
0.00012,-0.00037,0.00009,-0.00025
0.00000,-0.00037,0.00009,-0.00037
0.00015,-0.00053,0.00004,-0.00038
0.00036,-0.00033,-0.00025,0.00003
0.00003,-0.00039,-0.00003,-0.00036
-0.00019,-0.00012,-0.00018,-0.00030
0.00021,-0.00015,-0.00030,0.00006
0.00003,-0.00018,-0.00014,-0.00015
0.00007,-0.00021,-0.00029,-0.00014
0.00015,-0.00032,-0.00012,-0.00018
0.00009,-0.00022,-0.00006,-0.00014
0.00040,-0.00010,-0.00028,0.00029
0.00017,-0.00014,-0.00024,0.00002
0.00000,-0.00013,-0.00017,-0.00013
0.00005,-0.00027,-0.00016,-0.00022
0.00051,-0.00012,-0.00036,0.00039
0.00028,-0.00020,-0.00022,0.00008
0.00009,-0.00039,-0.00013,-0.00030
-0.00006,-0.00028,-0.00010,-0.00034
-0.00013,-0.00031,-0.00008,-0.00044
0.00002,-0.00046,-0.00007,-0.00044
0.00007,-0.00033,-0.00017,-0.00027
0.00000,-0.00009,-0.00020,-0.00009
-0.00005,-0.00016,-0.00017,-0.00021
0.00016,-0.00006,-0.00032,0.00010
-0.00006,-0.00029,-0.00008,-0.00035
0.00023,-0.00035,-0.00017,-0.00012
0.00038,-0.00038,-0.00023,0.00000
0.00000,-0.00043,-0.00004,-0.00043
0.00028,-0.00021,-0.00022,0.00007
0.00005,-0.00022,-0.00012,-0.00018
0.00018,-0.00030,-0.00016,-0.00011
0.00017,-0.00046,-0.00002,-0.00029
0.00019,-0.00022,-0.00012,-0.00003
0.00005,-0.00023,-0.00012,-0.00018
0.00037,-0.00040,-0.00010,-0.00003
0.00022,-0.00020,-0.00014,0.00002
0.00016,-0.00025,-0.00013,-0.00009
0.00039,-0.00033,-0.00015,0.00006
0.00041,-0.00019,-0.00021,0.00021
0.00004,-0.00039,-0.00002,-0.00035
0.00020,-0.00012,-0.00023,0.00008
0.00018,-0.00054,0.00004,-0.00036
0.00021,-0.00026,-0.00014,-0.00006
0.00023,-0.00037,-0.00013,-0.00014
0.00024,-0.00025,-0.00016,-0.00001
0.00036,-0.00029,-0.00018,0.00007
0.00015,-0.00062,0.00001,-0.00047
0.00005,-0.00016,-0.00017,-0.00011
0.00010,-0.00021,-0.00026,-0.00011
-0.00015,0.00002,-0.00058,-0.00013
0.00008,-0.00010,-0.00042,-0.00001
0.00050,-0.00052,0.00002,-0.00002
0.00051,-0.00043,-0.00003,0.00008
0.00042,-0.00021,-0.00042,0.00021
0.00013,-0.00012,-0.00054,0.00002
-0.00019,0.00001,-0.00047,-0.00018
-0.00007,-0.00006,-0.00017,-0.00013
0.00044,-0.00033,0.00010,0.00012
0.00013,-0.00040,0.00013,-0.00026
-0.00017,-0.00024,-0.00016,-0.00041
-0.00014,0.00000,-0.00050,-0.00014
-0.00003,-0.00026,-0.00026,-0.00029
0.00070,-0.00035,-0.00001,0.00036
0.00035,-0.00025,0.00017,0.00010
0.00002,-0.00029,-0.00005,-0.00026
-0.00021,0.00010,-0.00037,-0.00012
-0.00011,0.00021,-0.00068,0.00010
0.00057,-0.00046,-0.00005,0.00011
0.00041,-0.00062,0.00032,-0.00021
0.00019,-0.00048,0.00006,-0.00029
-0.00001,-0.00008,-0.00044,-0.00009
-0.00027,0.00008,-0.00062,-0.00019
0.00004,-0.00052,0.00014,-0.00047
0.00041,-0.00041,0.00029,0.00000
0.00045,-0.00043,0.00014,0.00002
0.00002,0.00002,-0.00044,0.00004
-0.00005,-0.00010,-0.00056,-0.00015
0.00024,-0.00008,-0.00028,0.00015
0.00041,-0.00046,0.00031,-0.00005
0.00076,-0.00053,0.00020,0.00023
0.00012,-0.00008,-0.00024,0.00003
-0.00054,-0.00016,-0.00027,-0.00071
-0.00003,0.00015,-0.00067,0.00012
-0.00019,-0.00005,-0.00040,-0.00024
0.00006,-0.00013,-0.00041,-0.00007
0.00003,-0.00021,-0.00024,-0.00018
-0.00008,-0.00019,-0.00020,-0.00027
0.00016,-0.00029,-0.00029,-0.00013
0.00013,-0.00020,-0.00027,-0.00007
0.00021,-0.00016,-0.00035,0.00006
0.00002,-0.00016,-0.00028,-0.00015
0.00018,-0.00036,-0.00021,-0.00017
-0.00019,-0.00024,-0.00010,-0.00043
0.00031,-0.00019,-0.00037,0.00013
-0.00006,-0.00047,-0.00007,-0.00054
-0.00011,-0.00022,-0.00015,-0.00033
-0.00029,-0.00032,-0.00004,-0.00061
0.00007,-0.00042,-0.00013,-0.00035
0.00013,-0.00010,-0.00028,0.00003
-0.00013,-0.00019,-0.00013,-0.00032
0.00044,-0.00034,-0.00034,0.00010
0.00021,-0.00013,-0.00029,0.00008
-0.00002,-0.00037,-0.00009,-0.00039
0.00000,-0.00028,-0.00019,-0.00028
-0.00015,-0.00023,-0.00010,-0.00037
0.00018,-0.00027,-0.00019,-0.00009
0.00020,-0.00014,-0.00029,0.00006
-0.00006,-0.00013,-0.00018,-0.00018
0.00001,-0.00022,-0.00015,-0.00021
-0.00007,-0.00024,-0.00015,-0.00031
0.00016,-0.00022,-0.00025,-0.00006
0.00012,-0.00013,-0.00026,-0.00001
0.00051,-0.00027,-0.00038,0.00024
0.00029,-0.00015,-0.00038,0.00014
-0.00002,-0.00008,-0.00025,-0.00010
0.00003,-0.00001,-0.00031,0.00002
-0.00007,-0.00035,-0.00017,-0.00042
0.00012,-0.00025,-0.00018,-0.00013
-0.00003,-0.00019,-0.00016,-0.00022
0.00050,-0.00049,0.00002,0.00001
0.00071,-0.00054,0.00058,0.00016
0.00064,-0.00085,0.00099,-0.00021
0.00098,-0.00064,0.00090,0.00033
0.00090,-0.00097,0.00119,-0.00007
0.00093,-0.00089,0.00128,0.00004
0.00122,-0.00092,0.00127,0.00030
0.00088,-0.00117,0.00157,-0.00028
0.00126,-0.00112,0.00148,0.00014
0.00139,-0.00119,0.00148,0.00020
0.00130,-0.00121,0.00157,0.00009
0.00116,-0.00134,0.00168,-0.00018
0.00132,-0.00126,0.00157,0.00006
0.00116,-0.00110,0.00156,0.00005
0.00119,-0.00127,0.00163,-0.00007
0.00106,-0.00138,0.00174,-0.00032
0.00121,-0.00125,0.00163,-0.00004
0.00130,-0.00126,0.00157,0.00004
0.00145,-0.00145,0.00160,0.00000
0.00118,-0.00125,0.00160,-0.00008
0.00098,-0.00133,0.00172,-0.00035
0.00144,-0.00128,0.00155,0.00016
0.00157,-0.00132,0.00152,0.00025
0.00139,-0.00142,0.00163,-0.00003
0.00125,-0.00131,0.00165,-0.00006
0.00139,-0.00148,0.00171,-0.00009
0.00145,-0.00135,0.00160,0.00010
0.00124,-0.00135,0.00170,-0.00011
0.00136,-0.00145,0.00169,-0.00009
0.00125,-0.00148,0.00172,-0.00023
0.00154,-0.00140,0.00157,0.00013
0.00138,-0.00142,0.00165,-0.00004
0.00131,-0.00133,0.00119,-0.00002
0.00118,-0.00114,0.00092,0.00004
0.00089,-0.00082,0.00068,0.00007
0.00058,-0.00081,0.00064,-0.00023
0.00086,-0.00086,0.00040,0.00000
0.00105,-0.00065,0.00024,0.00040
0.00073,-0.00096,0.00045,-0.00024
0.00070,-0.00064,0.00029,0.00005
0.00058,-0.00073,0.00039,-0.00015
0.00074,-0.00079,0.00038,-0.00006
0.00096,-0.00054,0.00014,0.00042
0.00067,-0.00067,0.00034,-0.00000
0.00058,-0.00071,0.00042,-0.00013
0.00092,-0.00077,0.00030,0.00016
0.00076,-0.00090,0.00044,-0.00013
0.00096,-0.00071,0.00029,0.00025
0.00063,-0.00066,0.00039,-0.00003
0.00085,-0.00073,0.00031,0.00012
0.00058,-0.00088,0.00053,-0.00030
0.00071,-0.00066,0.00038,0.00005
0.00094,-0.00047,0.00014,0.00047
0.00060,-0.00069,0.00047,-0.00009
0.00085,-0.00076,0.00041,0.00009
0.00084,-0.00061,0.00029,0.00023
0.00070,-0.00067,0.00041,0.00002
0.00065,-0.00075,0.00044,-0.00010
0.00063,-0.00057,0.00029,0.00006
0.00047,-0.00055,0.00033,-0.00009
0.00049,-0.00057,0.00027,-0.00008
0.00049,-0.00037,-0.00008,0.00012
-0.00066,0.00021,-0.00139,-0.00045
-0.00147,-0.00003,-0.00417,-0.00150
-0.00163,0.00013,-0.00461,-0.00150
-0.00190,0.00007,-0.00462,-0.00182
-0.00160,-0.00016,-0.00467,-0.00176
-0.00173,-0.00016,-0.00476,-0.00189
-0.00159,-0.00030,-0.00484,-0.00188
-0.00147,-0.00044,-0.00485,-0.00191
-0.00162,-0.00043,-0.00484,-0.00204
-0.00169,-0.00046,-0.00488,-0.00214
-0.00178,-0.00059,-0.00481,-0.00237
-0.00161,-0.00038,-0.00503,-0.00199
-0.00180,-0.00050,-0.00493,-0.00230
-0.00184,-0.00074,-0.00481,-0.00258
-0.00172,-0.00070,-0.00502,-0.00242
-0.00146,-0.00065,-0.00523,-0.00211
-0.00200,-0.00087,-0.00492,-0.00288
-0.00160,-0.00073,-0.00515,-0.00233
-0.00158,-0.00066,-0.00528,-0.00224
-0.00180,-0.00057,-0.00520,-0.00237
-0.00214,-0.00067,-0.00509,-0.00281
-0.00196,-0.00065,-0.00522,-0.00261
-0.00195,-0.00078,-0.00519,-0.00272
-0.00160,-0.00064,-0.00541,-0.00224
-0.00200,-0.00064,-0.00528,-0.00263
-0.00148,-0.00061,-0.00545,-0.00209
-0.00192,-0.00083,-0.00513,-0.00275
-0.00163,-0.00082,-0.00529,-0.00245
-0.00166,-0.00086,-0.00526,-0.00252
-0.00148,-0.00083,-0.00533,-0.00232
-0.00151,-0.00079,-0.00533,-0.00230
-0.00147,-0.00095,-0.00528,-0.00242
-0.00152,-0.00071,-0.00535,-0.00222
-0.00164,-0.00098,-0.00524,-0.00261
-0.00149,-0.00087,-0.00531,-0.00237
-0.00152,-0.00090,-0.00531,-0.00242
-0.00141,-0.00078,-0.00542,-0.00220
-0.00131,-0.00088,-0.00543,-0.00218
-0.00112,-0.00114,-0.00539,-0.00227
-0.00133,-0.00094,-0.00543,-0.00228
-0.00141,-0.00086,-0.00549,-0.00227
-0.00135,-0.00091,-0.00551,-0.00225
-0.00114,-0.00084,-0.00562,-0.00197
-0.00179,-0.00122,-0.00552,-0.00301
-0.00107,0.00039,-0.00380,-0.00069
-0.00038,0.00037,-0.00197,-0.00001
-0.00007,0.00005,-0.00140,-0.00002
0.00025,0.00003,-0.00109,0.00028
0.00034,-0.00016,-0.00077,0.00018
0.00039,-0.00021,-0.00064,0.00018
0.00026,-0.00015,-0.00039,0.00011
0.00048,-0.00006,-0.00042,0.00042
0.00023,-0.00033,-0.00020,-0.00010
0.00026,-0.00029,-0.00011,-0.00003
0.00060,-0.00026,-0.00025,0.00035
0.00044,-0.00001,-0.00029,0.00042
0.00032,-0.00022,-0.00006,0.00010
0.00044,-0.00023,-0.00008,0.00021
0.00051,-0.00033,-0.00007,0.00018
0.00033,-0.00011,-0.00003,0.00021
0.00018,-0.00010,0.00002,0.00007
0.00042,-0.00023,0.00001,0.00019
0.00032,-0.00005,-0.00000,0.00028
0.00028,-0.00025,0.00009,0.00003
0.00014,-0.00010,0.00007,0.00004
0.00010,-0.00014,0.00016,-0.00004
0.00036,0.00007,-0.00006,0.00043
0.00003,-0.00001,0.00016,0.00003
0.00003,-0.00015,0.00026,-0.00012
0.00006,0.00003,0.00014,0.00009
0.00008,-0.00017,0.00023,-0.00009
0.00041,-0.00006,0.00010,0.00035
0.00022,-0.00028,0.00023,-0.00006
0.00007,-0.00013,0.00023,-0.00006
-0.00001,-0.00004,0.00024,-0.00005
0.00008,0.00006,0.00013,0.00014
0.00021,-0.00001,0.00008,0.00020
0.00013,0.00004,0.00016,0.00017
-0.00004,0.00021,0.00009,0.00017
0.00041,0.00016,-0.00010,0.00057
0.00012,-0.00009,0.00021,0.00004
0.00004,0.00007,0.00015,0.00011
-0.00013,-0.00002,0.00018,-0.00015
0.00010,-0.00016,0.00023,-0.00007
0.00022,0.00001,0.00007,0.00023
0.00028,-0.00019,0.00007,0.00008
0.00017,0.00007,0.00007,0.00024
0.00002,-0.00013,0.00022,-0.00011
0.00010,-0.00009,0.00012,0.00001
0.00004,-0.00022,0.00025,-0.00018
-0.00006,-0.00018,0.00029,-0.00024
0.00010,-0.00011,0.00016,-0.00001
0.00009,-0.00005,0.00017,0.00004
0.00010,-0.00010,0.00020,-0.00000
0.00029,-0.00003,0.00006,0.00026
-0.00022,0.00001,0.00029,-0.00022
-0.00002,-0.00014,0.00027,-0.00016
0.00012,-0.00006,0.00014,0.00005
0.00037,-0.00027,0.00016,0.00010
0.00013,-0.00004,0.00016,0.00009
0.00044,-0.00009,0.00002,0.00035
-0.00004,0.00008,0.00010,0.00004
0.00039,-0.00009,0.00003,0.00030
0.00014,-0.00022,0.00016,-0.00008
0.00051,-0.00023,0.00001,0.00027
0.00019,-0.00005,0.00005,0.00014
0.00086,0.00072,-0.00074,0.00157
0.01181,0.01751,-0.01730,0.02932
0.01583,0.02336,-0.02333,0.03919
0.01564,0.02313,-0.02318,0.03877
0.01600,0.02318,-0.02336,0.03918
0.01567,0.02355,-0.02341,0.03921
0.01572,0.02338,-0.02338,0.03910
0.01587,0.02357,-0.02355,0.03944
0.01604,0.02348,-0.02358,0.03952
0.01583,0.02354,-0.02356,0.03936
0.01605,0.02373,-0.02373,0.03977
0.01568,0.02330,-0.02337,0.03898
0.01588,0.02366,-0.02367,0.03953
0.01597,0.02376,-0.02374,0.03972
0.01587,0.02365,-0.02367,0.03952
0.01603,0.02370,-0.02379,0.03973
0.01619,0.02378,-0.02391,0.03997
0.01603,0.02366,-0.02375,0.03969
0.01602,0.02370,-0.02377,0.03972
0.01567,0.02335,-0.02351,0.03901
0.01595,0.02344,-0.02360,0.03939
0.01596,0.02349,-0.02365,0.03945
0.01577,0.02340,-0.02355,0.03917
0.01599,0.02344,-0.02364,0.03943
0.01576,0.02337,-0.02358,0.03913
0.01560,0.02318,-0.02338,0.03879
0.01584,0.02314,-0.02345,0.03898
0.01549,0.02292,-0.02321,0.03842
0.01563,0.02320,-0.02336,0.03883
0.01583,0.02332,-0.02354,0.03915
0.01569,0.02282,-0.02322,0.03852
0.01576,0.02319,-0.02337,0.03896
0.01568,0.02297,-0.02320,0.03865
0.01545,0.02261,-0.02292,0.03806
0.01534,0.02276,-0.02290,0.03810
0.01540,0.02253,-0.02280,0.03793
0.01557,0.02265,-0.02289,0.03822
0.01570,0.02237,-0.02280,0.03807
0.01517,0.02250,-0.02263,0.03767
0.01535,0.02222,-0.02254,0.03757
0.01505,0.02231,-0.02247,0.03736
0.01548,0.02223,-0.02258,0.03771
0.01503,0.02222,-0.02235,0.03725
0.01515,0.02186,-0.02224,0.03701
0.01511,0.02189,-0.02225,0.03701
0.01541,0.02184,-0.02232,0.03725
0.01501,0.02207,-0.02228,0.03708
0.01497,0.02181,-0.02213,0.03678
0.01496,0.02193,-0.02211,0.03689
0.00695,0.00676,-0.00776,0.01371
0.00045,-0.00039,-0.00010,0.00006
0.00029,-0.00005,-0.00016,0.00024
0.00031,-0.00021,-0.00010,0.00010
0.00018,-0.00032,-0.00004,-0.00014
0.00040,-0.00006,-0.00019,0.00035
